,,biglietto intero,biglietto ridotto,cap,casa museo,categoria,comune,denominazione,indirizzo,latitudine,longitudine,note,omr,orari,provincia,q1.10 sa email museo istituto,q1.11 sa sito web museo istituto,q1.3 sa localita museo istituto,q1.4 sa ubicazione/edificio museo istituto,q1.9 sa fax museo istituto,scheda,sistema museale tematico,sistema museale territoriale,statale non statale,telefono
Lazio,350,,,59.0,,,tolfa,museo civico archeologico,largo 15 marzo 1799 snc,42.1497058,11.9380648,,,,roma,museotolfatiscali.it,,,ex convento dei padri agostiniani,7669390243,,,,non mibact,76692127
Lazio,351,,,3010.0,,,trevi nel lazio,museo archeologico domenico antonio pierantoni,via eresio fertore,41.8755794,12.6115341,,omr,,frosinone,,,,castello caetani,,,,sistema pre.gio,non mibact,
Lazio,352,,,1017.0,,,tuscania,raccolta di montebello del maestro giuseppe cesetti,centro strada montebello 3,42.3550533,11.8011922,,,,viterbo,,,,,,,,,non mibact,761442695
Lazio,353,,,1017.0,,,tuscania,museo archeologico nazionale,largo mario moretti 1,42.421493100000006,11.8705543,,,,viterbo,sba embeniculturali.it,htpp//etruriameridionale.beniculturali.it,,c/o chiesa della madonna del riposo,0761 436209,,,,mibact,0761 436209
Lazio,354,,,20.0,,,vallepietra,sale museali ex voto santuario santissima trinita valle pietra,santuario santissima trinita,41.9257111,13.230550099999999,,,,roma,p.vallepietratiscalinet.it,,vallepietra,santuario,774899084,,,,non mibact,774899084
Lazio,355,,,1100.0,,,viterbo,confraternita ss.sacramento e s.rosario,piazza oratorio 5,42.4157698,12.113354,,,,viterbo,confraternitasanmartinogmail.com,www.abbaziasanmartinoalcimino.it,frazione s. martino al cimino,abbazia cistercense di s.martino al cimino,,,,,non mibact,761379301
Lazio,356,,,1100.0,,,viterbo,area archeologica antica citt di ferento,strada provinciale teverina km 8000,42.4206766,12.107669,,,,viterbo,,,,,,,,,mibact,
Sicilia,0,"6,00","3,00",,,musei archeologici,mazara del vallo,museo del satiro chiesa di santegidio,"chiesa di santegidio, piazza plebiscito",,,luned 19 giugno chiusura per disinfestazione,,"tutti i giorni, compresi i festivi, dalle 9,00 alle 19,45. servizio di biglietteria sino alle 19.15",trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid33ampidsito87,,,,0923933917
Sicilia,1,"2,00","1,00",,,musei etnoantropologici,palazzolo acreide,museo regionale casa museo antonino uccello a palazzolo acreide,"via machiavelli, 19",,,"biglietto unico casa museo e area archeologica di akrai intero 5,00 ridotto 2,50.",,giorni feriali dal luned a sabato dalle 9.00 alle 19.00. festivi tranne prima e terza domenica del mese dalle 14.00 alle 19.30. prima e terza domenica del mese dalle 9.00 alle 13.30. chiusura biglietteria mezzora prima.,siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid15ampidsito84,,,,0931 881499
Sicilia,2,"2,00","1,00",,,aree archeologiche,ispica,area archeologica parco forza,"ispica, via cavagrande,snc",,,dipende dal polo regionale di ragusa per i siti archeologici e per i parchi archeologici di kamarina e cava ispica. la prima domenica di ogni mese ingresso gratuito,,"dal 1 aprile tutti i giorni, festivi compresi, dalle 9.00 alle 18.15",ragusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid189ampidsito126,,,,0932952608
Sicilia,3,,,,,aree archeologiche,gela,castelluccio,contrada cucinella spataro. ss 117 bis,,,biglietto unico con museo archeologico regionale di gela,,chiuso temporaneamente,caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid322ampidsito21,,,,0933912626
Sicilia,4,gratuito,gratuito,,,aree archeologiche,terme vigliatore,villa romana di san biagio,"via nazionale 3, localit san biagio",,,,,giorni feriali da aprile a settembre ore 0900/1900 festivi da giugno a settembre ore 0900/1900.,messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid44ampidsito51,,,,0909740488
Sicilia,5,"4,00","2,00",,,aree archeologiche e antiquarium,gela,antiquarium iconografico e mura timoleontee di capo soprano,contrada scavone viale indipendenza,,,"apertura tutte le domeniche di giugno e luglio fino alle ore 13,00 ultimo ingresso ore 12,30biglietto unico con il museo archeologico regionale di gela",,"in ora solare, dal luned al sabato, dalle 9,30 alle 13,00 e dalle 14,00 alle 18,00 ultimo ingresso ore 17,30. chiuso i festivi tranne la prima domenica di ogni mese, dalle 9,00 alle 13,00 ultimo ingresso ore 12,30",caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid37ampidsito20,,,,093391226 0933930975
Sicilia,6,"6,00","3,00",,,monumentale,monreale,chiostro santa maria la nuova duomo,piazza guglielmo il buono,,,prima domenica del mese ingresso gratuito,,"da luned a sabato 9,00 19,00 ultimo ingresso 18,30 domenica e festivi 9,00 13,30 ultimo ingresso 13,00",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid49ampidsito63,,,,0917071425 0917071411 0916404403
Sicilia,7,gratuito,gratuito,,,aree archeologiche,noto,area archeologica di eloro,,,,,,chiuso,siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid182ampidsito82,,,,
Sicilia,8,gratuito,gratuito,,,monumentale,palermo,palazzo ajutamicristo,"via garibaldi, 41",,,prima domenica del mese apertura dalle 9.00 alle 13.00,,"martedi e sabato dalle 9.00 alle 18.30. luned, mercoled, gioved, venerd dalle 9.00 alle 13.30.",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid175ampidsito135,,,,0917071425 3357957161
Sicilia,9,"5,00","2,50",,,aree archeologiche,siracusa,percorso ipogeico di piazza duomo,piazza duomo 14,,,,,in atto chiuso,siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid96ampidsito117,,,,0931450801
Sicilia,10,gratuito,gratuito,,,musei etnoantropologici,mistretta,museo delle tradizioni silvo pastorali di mistretta,via libert 184,,,"per la disattivazione delle linee telefoniche di rete fissa, le comunicazioni al museo potranno essere inviate alle caselle polomuseale.me.uo3regione.sicilia.it e museo.messina.uo3regione.sicilia.it",,"fino al 30 aprile aperto da marted a sabato, dalle 9,00 alle 13,00. da maggio aperto da marted a domenica 9,00 13,00. 1 maggio aperto.",messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid6ampidsito127,,,,0921381696 temporaneamente disattivato
Sicilia,11,,,,,monumentale,palermo,real albergo dei poveri,corso calatafimi 217,,,"sede espositiva per mostre temporanee, dipendente dal polo regionale di palermo per i parchi e i musei archeologici",,"da marted a sabato, dalle 9.30 alle 18,30. domeniche e festivi dalle 9,30 alle 13,30. luned chiuso",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid171ampidsito131,,,,091422314
Sicilia,12,gratuito,gratuito,,,aree archeologiche,palermo,villino florio e giardino,via regina margherita,,,,,da marted a sabato dalle 9.00 alle 13.00. prima domenica del mese ingresso gratuito dalle 9.00 alle 13.30 chiusura biglietteria 30 minuti prima. luned chiuso,palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid176ampidsito119,,,,0917025471 0917071425
Sicilia,13,"6,00","3,00",,,monumentale,palermo,chiostro di san giovanni degli eremiti,via dei benedettini 20,,,prima domenica del mese ingresso gratuito,,"da luned a sabato 9,00 19,00 ultimo ingresso 18,30 domenica e festivi 9,00 13,30 ultimo ingresso 13,00",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid48ampidsito58,,,,0917071425 0916515019 0917071411
Sicilia,14,gratuito,gratuito,,,monumentale,villafranca tirrena,castello di bauso,piazza castello,,,,,da luned a venerd dalle 9 alle 13. mercoled dalle 15.30 alle 17.30. domenica e festivi su prenotazione. rivolgersi alla pro loco 3933687036 o allufficio del turismo 0903310311,messina,,,,,,,,,,090334948
Sicilia,15,,,,,aree archeologiche,piazza armerina,museo regionale della villa romana del casale a piazza armerina,"piazza armerina, piazza cattedrale 20 palazzo trigona",,,museo in allestimento. per informazioni urpmuseo.casaleregione.sicilia.it oppure visita www.villaromanadelcasale.it.,,non aperto al pubblico,enna,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid39ampidsito124,,,,0935687667
Sicilia,16,gratuito,gratuito,,,aree archeologiche,cefala diana,bagni di cefal diana,cefal diana seguire indicazioni,,,,,"gioved e sabato 9,00 19,00 marted, mercoled e venerd 9,00 14,00. prima domenica del mese 9.00 13.30. ultimo ingresso 30 minuti prima della chiusura. luned chiuso",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid324ampidsito156,,,,0917071425 rangers 0918291551
Sicilia,17,gratuito,gratuito,,,aree archeologiche,licata,area archeologica di monte santangelo e castel santangelo,zona archeologica di castel santangelo licata,,,,,"da luned al sabato dalle ore 9,00 alle ore 13,30. tutte le domeniche e le festivit chiusura totale",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid160ampidsito14,,,,0922772602
Sicilia,18,gratuito,gratuito,,,parco naturalistico,taormina,giardino di villa caronia,via pirandello 107 taormina sicily italy,,,audio tour link izi.travel https//izi.travel/it/italia/guide di citta in sicilia taorminascarica app su izitravel,,www.parconaxostaormina.it aperto da lunedi a venerdi dalle 9.30 alle 13.30 chiuso sabato e domenica.,messina,,,,,,,,,,direzione tel 0942628738 fax 0942628738
Sicilia,19,gratuito,gratuito,,,aree archeologiche,licata,area archeologica di licata,contrada stagnone pontillo,,,,,"nei giorni 16 aprile, 17 aprile, 23 aprile, 25 aprile, 30 aprile, 1 maggio 2017 larea archeologica rimarr chiusa",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid157ampidsito11,,,,0922772602
Sicilia,20,"6,00","3,00",,,zone archeologiche e antiquarium,patti,area archeologica teatro antico e antiquarium di tindari,via del teatro greco localit tindari,,,"dal 1 settembre 2015 istituito il biglietto unico per la visita della villa romana di patti marina e dellarea archeologica di tindari tariffa intera di 8,00 e ridotta di 4,00, la cui validit di tre giorni dalla data di emissione.",,"maggio, giugno, luglio e agosto ore 0900/1900. dal 1 al 15 settembre ore 0900/1830 dal 16 al 30 settembre ore 0900/1800.",messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid46ampidsito48,,,,0941369023
Sicilia,21,ingresso libero,ingresso libero,,,aree archeologiche,adrano,mura dionigiane,via catania,,,,,in atto chiuse al pubblico,catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid167ampidsito36,,,,3315771468
Sicilia,22,"4,00","2,00",,,musei archeologici,ragusa,museo regionale di kamarina,s.p. 102 km.1 c.da cammarana ragusa. indirizzo postale 97019 scoglitti rg c.p. n.60. mail museo.camarinaregione.sicilia.it,,,dipende dal polo regionale di ragusa per i siti archeologici e per i parchi archeologici di kamarina e cava ispica,,aperto tutti i giorni feriali dalle 9.00 alle 14.00 e dalle 15.00 alle 19.00. apertura festiva solo la prima domenica del mese,ragusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid29ampidsito121,,,,0932 826004
Sicilia,23,gratuito,gratuito,,,antiquaria,ravanusa,zona archeologica,monte saraceno ravanusa,,,,,"giorni ferialiaperto tutti i giorni dalle 8,30 alle 19.domeniche e festivit infrasettimanalechiuso",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid327ampidsito161,,,,centralino soprintendenza bb.cc.aa. di agrigento 0922552611
Sicilia,24,"4,00","2,00",,,musei e gallerie,agrigento,biblioteca museo regionale luigi pirandello di agrigento,casa natale di luigi pirandello contrada caos villaseta,,,"il 6 luglio 2017 la casa natale sar aperta al pubblico soltanto dalle 9,00 alle 13,30 ultimo ingresso mezzora prima della chiusura. chiusura al pubblico dalle ore 14,00.",,"aperta dal luned al sabato dalle 9,00 alle 13,30 e dalle 14,30 alle 19,30 ultimo ingresso mezzora prima della chiusura. domenica e festivi dalle 9,00 alle 13,30.prima domenica del mese ingresso gratuito.",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid1ampidsito6,,,,0922511826 e mail polomuseale.ag.uo3regione.sicilia.it
Sicilia,25,,,,,musei archeologici e zone archeologiche,lercara friddi,parco archeologico industriale e museo della zolfara di lercara friddi,via vittorio emanuele iii 52 villa rose gardner,,,,,"chiuso, in allestimento",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid316ampidsito153,,,,091 8252212 3346476411
Sicilia,26,gratuito,gratuito,,,aree archeologiche,catania,terme della rotonda,via della mecca,,,,,tutti i mercoled e tutte le domeniche dalle ore 9.00 alle 13.00.,catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid150ampidsito33,,,,095/7150508 polomuseale.ctregione.sicilia.it poloregionalect.urpregione.sicilia.it
Sicilia,27,"6,00","3,00",,,antiquaria,sambuca di sicilia,antiquarium di monte adranone,antiquarium palazzo panitteri e zona archeologica monte adranone in sambuca di sicilia,,,il museo archeologico palazzo panitteri gestito dal comune di sambuca di sicilia.il biglietto comprende lingresso a monte adranone palazzo panitteri in sambuca di sicilia e antiquarium di monte kronio in sciacca.,,"orario di apertura al pubblico da marted al sabato dalle 8,00 alle 19,30. la prima domenica di ogni mese apertura al pubblico dalle 8,00 alle 14,00. tutti i luned, le altre domeniche e le festivit chiusura totale",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid156ampidsito13,,,,0925946083
Sicilia,28,gratuito,gratuito,,,aree archeologiche,catania,terme romane dellindirizzo,piazza curr,,,,,le terme romane dellindirizzo sono visitabili su prenotazione,catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid151ampidsito31,,,,095/7150508 polomuseale.ctregione.sicilia.it poloregionalect.urpregione.sicilia.it
Sicilia,29,"4,00","2,00",,,antiquaria,sciacca,antiquarium di monte kronio stufe di s. calogero,monte cronio sciacca,,,"e possibile acquistare il biglietto cumulativo intero 6,00, ridotto 3,00 per la visita di monte adranone e palazzo panitteri in sambuca di sicilia e antiquarium di monte kronio in sciacca.",,"da luned a venerd dalle 9 alle 19.30. sabato dalle 9 alle 13.30. la prima domenica di ogni mese apertura al pubblico dalle 9.00 alle 13.00.tutte le altre domeniche, comprese le festivit, chiusura totale",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid155ampidsito95,,,,092528989
Sicilia,30,"6,00","3,00",,,musei archeologici,lipari,museo archeologico regionale bernabo brea a lipari,"via del castello, 2 98055 lipari",,,ingresso gratuito nella prima domenica di ogni mese.,,"aperto tutti i giorni feriali dalle 9,00 alle 19,30 ultimo ingresso ore 18,30. domenica e festivi aperto dalle 9,00 alle 13,30.",messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid26ampidsito45,,,,0909880174/594 fax 0909880175
Sicilia,31,"6,00","3,00",,,aree archeologiche,aidone,area archeologica di morgantina,contrada morgantina,,,"vendita biglietti ridotti e cumulativi di due o tre siti tra area di morgantina, museo di aidone e villa del casale.",,"aperta tutti i giorni, compresi i festivi, dalle 11,00 alle 19,00,orario continuatoultimo ingresso alle ore 18.00",enna,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid40ampidsito41,,,,093587955
Sicilia,32,gratuito,gratuito,,,musei archeologici,ravanusa,museo archeologico salvatore lauricella,corso della repubblica 27 ravanusa,,,,,"tutti i giorni dalle 8,30 alle 13,30 con esclusione dei giorni festivi",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid328ampidsito173,,,,comune di ravanusa ag
Sicilia,33,"10,00","5,00",,,aree archeologiche,agrigento,valle dei templi di agrigento,"via panoramica dei templi, snc casa sanfilippo",,,,,vedi sito internet del parco archeologico,agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid34ampidsito8,,,,vedi sito internet del parco archeologico
Sicilia,34,"4,00","2,00",,,aree archeologiche,palazzolo acreide,area archeologica di akrai,colle dellacromonte,,,"biglietto cumulativo con casa museo uccello 5.00 ridotto 2,50",,"tutti i giorni dalle 8,30 alle 19.00 chiusura biglietteria 18.00",siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid56ampidsito85,,,,0931876602
Sicilia,35,gratuito,gratuito,,,monumentale,agrigento,santa maria dei greci,via santa maria dei greci,,,si comunica che il sito rester chiuso giorno 14 luglio 2017 per intervento di disinfestazione e derattizzazione,,"giorni ferialiaperto tutti i giorni dalle 8,30 alle 19aperto la prima domenica del mese dalle 8,30 alle 13,30 il luned successivo dalle 8,30 alle 13,30",agrigento,,,,,,,,,,centralino soprintendenza bb.cc.aa. di agrigento 0922552611
Sicilia,36,gratuito,gratuito,,,musei archeologici,enna,museo regionale interdisciplinare di enna,piazza mazzini 8,,,dall8 gennaio per le avverse condizioni meteorologiche il museo aprir soltanto in orario antimeridiano sino a nuova comunicazione,,"da luned a sabato, dalle 9,00 alle 18,00 uscita entro le 19.00. festivi soltanto la prima domenica del mese, con ingresso sempre gratuito.",enna,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid21ampidsito39,,,,09355076304 fax 09355076323
Sicilia,37,gratuito,gratuito,,,aree archeologiche,tusa,area archeologica halaesa arconidea,contrada santa maria delle palate,,,giorni 8 e 9 maggio 2017 il sito sar chiuso al pubblico per disinfestazione.,,"orario di apertura da marted a domenica dalle 9,00 alle 18,30. orario biglietteria 9,00/18,00",messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid45ampidsito52,,,,"si informa che per la temporanea disattivazione delle linee telefoniche di rete fissa, le comunicazioni potranno essere inviate alle caselle polomuseale.me.uo3regione.sicilia.it e museo.messina.uo3regione.sicilia.it"
Sicilia,38,gratuito,gratuito,,,aree archeologiche,caltanissetta,area archeologica gibil gabib,contrada gibil gabib,,,per ragioni di sicurezza il sito non temporaneamente visitabile.,,visitabile su prenotazione inviando richiesta a sopriclregione.sicilia.it,caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid163ampidsito18,,,,0934554964
Sicilia,39,"6,00","3,00",,,aree archeologiche,castelvetrano,area archeologica selinunte,via selinunte,,,"modalit di pagamento ingresso alle aree del parco contanti allo sportello della biglietteria, pos allo sportello della biglietteria bonifico bancario istruzioni sulla pagina del parco",,"apertura alle 9,00. dal 1 marzo chiusura alle ore 17.00 uscita entro le 18.00. dal 26 marzo chiusura alle ore 18.00 uscita entro le 19.00.",trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid58ampidsito92,,,,092446277
Sicilia,40,gratuito,gratuito,,,aree archeologiche e antiquarium,caltanissetta,area archeologica e antiquarium di sabucina,contrada sabucina,,,per ragioni di sicurezza il sito non temporaneamente visitabile.,,visitabile su prenotazione inviando richiesta a sopriclregione.sicilia.it,caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid36ampidsito17,,,,0934554964
Sicilia,41,"4,00","2,00",,,aree archeologiche e antiquarium,santa flavia,area archeologica e antiquarium di solunto,via collegio romano localit solunto,,,dipende dal polo regionale di palermo per i parchi e i musei archeologici. la prima domenica di ogni mese lingresso gratuito.,,dalle 9.30 alle 19.30. domenica e festivi dalle 9.30 alle 13.30. luned chiuso. ultimo ingresso sempre unora prima.,palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid51ampidsito62,,,,ufficio amministrativo 091905043 area parco archeologico 091909339
Sicilia,42,gratuito,gratuito,,,musei archeologici,centuripe,museo archeologico regionale di centuripe,via ss. crocifisso 1,,,,,tutti i giorni dalle 9.00 alle 19.00.,enna,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid317ampidsito154,,,,093573079
Sicilia,43,"10,00","5,00",,,aree archeologiche,taormina,teatro greco romano di taormina,via del teatro greco 40 taormina sicily italy,,,audio tourlink izi.travel https//izi.travel/it/italia/guide di citta in sicilia taorminascarica app su izitravel,,"aperto tutti i giorni dalle 9.00 ad unora prima del tramontowww.parconaxostaormina.it, vedi orari e modalit di visita.",messina,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid43ampidsito50,,,,direzione 0942 628738 / biglietteria teatro 094223220 / uffici teatro 094224291
Sicilia,44,"4,00","2,00",,,aree archeologiche,caccamo,castello medievale di caccamo,via del castello,,,,,"da marted a domenica, dalle 9.00 alle 13.00 e dalle 15.00 alle 19",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid325ampidsito130,,,,ufficio turismo tel. 0918103207/221 turismocomune.caccamo.pa.itbiglietteria castello tel. 091/8149252castellocomune.caccamo.pa.it
Sicilia,45,gratuito,gratuito,,,monumentale,palermo,convento della magione,piazza magione,,,,,"marted e sabato ore 9,00 19,00 ultimo ingresso ore 18,30 luned, mercoled, gioved, venerd ore 9,00 13,30 ultimo ingresso ore 13,00 domenica e festivi chiuso",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid97ampidsito111,,,,0917071425 0917071411
Sicilia,46,gratuito,gratuito,,,monumentale,palermo,giardino di villa napoli e piccola cuba,via f. speciale,,,,,visitabile su prenotazione,palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid12ampidsito109,,,,3346001743 0917071425
Sicilia,47,"2,00","1,00",,,aree archeologiche,palermo,area archeologica monumentale di castello a mare,via crispi ingresso via patti,,,dipende dal polo regionale di palermo per i parchi e i musei archeologici.,,"da marted a sabato, dalle 9.30 alle 18,30. domeniche e festivi dalle 9,30 alle 13,30. luned chiuso",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid92ampidsito59,,,,0917071317/411
Sicilia,48,gratuito,gratuito,,,musei archeologici,licata,museo archeologico regionale della badia,via dante 12 licata,,,,,"da marted al sabato dalle ore 9,00 alle ore 13,00. il gioved e il sabato apertura anche il pomeriggio dalle ore 16,00 alle ore 18,00. tutte le domeniche, i luned e le festivit chiusura totale",agrigento,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid17ampidsito10,,,,0922 772602
Sicilia,49,gratuito,gratuito,,,aree archeologiche,mineo,area archeologica di palike,contrada rocchicella,,,"giorno 17 maggio 2017, in occasione della festa del santo patrono a mineo, il sito archeologico di palik rimarr chiuso",,"chiusa luned, domenica e festivi. aperta da marted a sabato dalle 9 alle 13.00 mercoled dalle 9 alle alle 17.30.",catania,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid38ampidsito37,,,,3315771468
Sicilia,50,gratuito,gratuito,,,musei e gallerie,palermo,castello della favara a maredolce,via giafar svincolo porto,,,"il sito sar chiuso al pubblico dal 20 giugno al 4 luglio 2017 per lo svolgimento del workshop internazionale maredolce la favara. un nuovo paesaggio per brancaccio, palermo.",,"aperto da luned a sabato e ogni prima domenica del mese, con i seguenti orari luned, mercoled, gioved, venerd e prima domenica dalle 9 alle 13, marted e sabato dalle 9 alle 18.30",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid173ampidsito134,,,,0917071425 3357957161
Sicilia,51,"2,00","1,00",,,aree archeologiche,palermo,castello della cuba e necropoli punica,corso calatafimi 100,,,"necropoli punica pasqua, pasquetta, 25 aprile e 1 maggio aperto dalle 9.30 dalle 13.30.",,"da luned a sabato ore 9,00 19,00 ultimo ingresso 18,30, domenica e festivi chiuso. prima domenica del mese ingresso gratuito ore 9,00 13,30 ultimo ingresso 13,00. pasqua, luned dellangelo e 25 aprile chiusura",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid47ampidsito57,,,,0917071425 091590299
Sicilia,52,gratuito,gratuito,,,musei archeologici,marianopoli,museo archeologico regionale di marianopoli,viale regione siciliana,,,,,giugno luglio da marted a domenica dalle ore 9.00 alle ore 13.00 e dalle ore 15.30 alle ore 19.00chiuso tutti i luned,caltanissetta,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid20ampidsito26,,,,0934554964
Sicilia,53,"6,00","3,00",,,musei e gallerie,palermo,museo regionale palazzo mirto,"via merlo 2, palermo",,,"biglietto cumulativo 10,00 vaidit 3 giorni per palazzo mirto, palazzo abatellis, oratorio dei bianchi.",,"luned chiusura settimanale. da marted a sabato 9,00 18,00 domenica e festivi 9,00 13,00. la prima domenica di ogni mese ingresso gratuito. 26 e 27 giugno chiusura per disinfestazione",palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid10ampidsito55,,,,tel e fax 0916164751 tel 0916167541e mail polomuseale.pa.uo4regione.sicilia.ithttps//www.facebook.com/pages/casa museo palazzo mirto/265051623703706
Sicilia,54,"8,00","6,00",,,musei e gallerie,palermo,oratorio dei bianchi,piazzetta dei bianchi,,,mostra serpotta e il suo tempo 23 giugno 1 ottobre 2017info e prenotazioni 0918887767,,dal marted alla domenica 10.00 13.30 / 16.30 20.00 luned chiuso.orario valido esclusivamente per il periodo della mostra,palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid142ampidsito113,,,,telefono 0916173080 fax 0916165305 mailpolomuseale.paregione.sicilia.iturp 0916230068
Sicilia,55,gratuito,gratuito,,,monumentale,palermo,casina cinese,via duca degli abruzzi,,,"prima domenica del mese ingresso gratuito ore 9,00 13,30",,da marted a sabato dalle 9.00 alle 19.00 chiusura biglietteria 30 minuti prima. aperta prima domenica del mese dalle 9.00 alle 13.30.,palermo,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid141ampidsito133,,,,091 7071317/411
Sicilia,56,"4,00","2,00",,,aree archeologiche e antiquarium,augusta,area archeologica e antiquarium di megara hyblaea,contrada megara giannalena,,,,,"dal luned al sabato dalle 8,30 alle 19,00 chiusura biglietteria 18,00. festivi 2 luglio apertura 8.30 19.00chiusura biglietteria 18.00, altre domeniche 8.30 13.30 chiusura biglietteria 13,00",siracusa,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid95ampidsito79,,,,09314508211
Sicilia,57,gratuito,gratuito,,,aree archeologiche,pantelleria,area archeologica dellantica cossyra,contrada mursia,,,,,,trapani,,,,,,http//www.regione.sicilia.it/beniculturali/dirbenicult/database/page musei/pagina musei.aspid184ampidsito108,,,,0923808111
