,Comune,Provincia,Statale Æ’?? Non statale,OMR,Sistema museale territoriale,Sistema museale urbano,Sistema museale tematico,Casa museo,Q1.1_SA_DENOMINAZIONE_MUSEO_ISTITUTO,Q1.2_SA_INDIRIZZO_MUSEO_ISTITUTO,Q1.3_SA_LOCALITA_MUSEO_ISTITUTO,Q1.4_SA_UBICAZIONE/EDIFICIO_MUSEO_ISTITUTO,Cap,Q1.8_SA_TELEFONO_MUSEO_ISTITUTO,Q1.9_SA_FAX_MUSEO_ISTITUTO,Q1.10_SA_EMAIL_MUSEO_ISTITUTO,Q1.11_SA_SITO WEB_MUSEO_ISTITUTO,latitudine,longitudine
297,Formello,Roma,Non MIBACT,OMR,,,PROUST,,museo civico DELL'AGRO VEIENTANO,PIAZZA SAN LORENZO SNC,Formello,Palazzo Chigi,60.0,690194240,69089577,museo@comune.formello.rm.it,www.comune.formello.rm.it,42.0820027,12.4036987
298,Gaeta,Latina,Non MIBACT,OMR,,,,,MUSEO DIOCESANO E DELLA RELIGIOSITA' DEL PARCO DEI MONTI AURUNCI,PIAZZA CARDINALE TOMMASO DE VIO; 9,-,PALAZZO CARDINALE TOMMASO DE VIO,4024.0,771700287,7714530234,beniculturali@arcidiocesigaeta.it,-,41.2107299,13.5714285
299,Gallese,Viterbo,Non MIBACT,OMR,,,,,MUSEO DI GALLESE - CENTRO CULTURALE 'MARCO SCACCHI',VIA LORENZO FILIPPINI; SNC - GALLESE,-,-,1035.0,761495503,761495535,museo@comune.gallese.vt.it,-,42.371691299999995,12.402600999999999
300,Genazzano,Roma,Non MIBACT,OMR,,,,,Museo del Santuario Æ’??Madre del Buon ConsiglioÆ’?ï¿½,corso Cardinale Vannutelli 2,,Convento del Santuario della Madonna del Buon Consiglio,30.0,06 9579002,06 95570163,santuariombc@gmail.com,www.genazzanobuonconsiglio.it/index.php?option=com_content&view=article&id=77&Itemid=69,41.8361406,12.973345199999999
301,Grottaferrata,Roma,MIBACT,,,,,,Abbazia Greca di San Nilo,Via di San Nilo; snc,Grottaferrata,Chiesa di Santa Maria,46.0,06 9459309,06 9456734,segreteria@abbaziagraca.it,www.abbaziagreca.it,41.7865663,12.673591400000001
302,Guidonia Montecelio,Roma,Non MIBACT,,,,,,ANTIQUARIUM 'DON CELESTINO PICCOLINI',VIA MONTE ALBANO; SNC,MONTECELIO,-,12.0,0774-511053  301290,0774-303434,pubblicaistruzione@guidonia.org,www.guidonia.org,41.9939694,12.7245045
303,Latera,Viterbo,Non MIBACT,OMR,Sistema museale del lago di Bolsena SIMULABO,,DEMOS,,MUSEO DELLA TERRA,VIA DELL'OSTERIA; SNC,Latera,Grancia di San Pietro,1010.0,761459041,761459476,museo@comune.latera.vt.it,www.simulabo.it; /www.regione.lazio.it/musei/latera/,42.6300003,11.828067800000001
304,Latina,Latina,Non MIBACT,OMR,,,,,MUSEO DI PIANA DELLE ORME,VIA MIGLIARA 43;5 N.29,BORGO FAITI,-,4100.0,773258708,773255000,info@pianadelleorme.it,-,41.440428600000004,12.967055
305,Leonessa,Rieti,Non MIBACT,,,,,,MUSEO DELLA NOSTRA TERRA,VIA COMUNALE DI OCRE LEONESSA; 79,Frazione Ocre-Comune di Leonessa,-,2016.0,335465412,-,franco.bonelli@alice.it,-,42.5660721,12.962444999999999
306,Licenza,Roma,MIBACT,,,,,,Villa di Orazio,Via Licinese snc,-,-,26.0,06 3265961,06 3214447,sba-laz@beniculturali.it,www.archeolz.arti.beniculturali.it,42.072782700000005,12.9004489
307,Maenza,Latina,Non MIBACT,OMR,Sistema dei  Monti Lepini,,MUSART,,Museo del paesaggio,Piazza della Portella,Rione Belle donne,castello Caetani-Aldobrandini,4010.0,0773 951310,,comunemaenza@libero.it,,41.5231443,13.1821084
308,Marino,Roma,Non MIBACT,OMR,,,,,MUSEO ARCHEOLOGICO UMBERTO MASTROIANNI,LARGO JACOPA DE' SETTESOLI; SNC,Marino,Ex Chiesa di S. Lucia,47.0,69385681,69385681,museocivicomarino@interfree.it,-,41.770086600000006,12.6585371
309,Minturno,Latina,MIBACT,,,,,,Comprensorio Archeologico di Minturnae,Via Punta Fiume; snc,Marina di Minturno,-,4026.0,0771 622239,0771 680093,sba-laz.minturnae@beniculturali.it,www.archeolz.arti.beniculturali.it,41.2657426,13.7443642
310,Norma,Latina,Non MIBACT,OMR,,,PROUST,,museo civico ARCHEOLOGICO 'PADRE ANNIBALE GABRIELE SAGGI',VIA DELLA LIBERAZIONE SNC,Norma,Palazzo Ex Comunale,4010.0,773353806,773354186,cultura@comunedinorma.it,www.regione.lazio.it/musei/civicoarcheologiconorma/,41.5845715,12.975238000000001
311,Olevano Romano,Roma,Non MIBACT,OMR,Sistema PRE.GIO,,,,museo sulla pittura di paesaggio,Via H. Hindorf 1,,Villa De Pisa,35.0,06 95600118,,degiusti@gmail.com,www.amolevano.it,41.860647799999995,13.031221
312,Orte,Viterbo,Non MIBACT,,,,,,MUSEO DELLE CONFRATERNITE,PIAZZA DEL POPOLO; SNC,ORTE,C/O CHIESA DI SANT'AGOSTINO,1028.0,3206280189,761402640,robertorondelli@confraterniteorte.it,www.confraterniteorte.it,42.457441100000004,12.3869837
313,Orte,Viterbo,Non MIBACT,OMR,,,MUSART,,Museo diocesano,piazza Colonna; 5,,ex chiesa di San Silvestro,1028.0,0761 404357,,museodartesacraorte@gmail.com,www.diocesicivitacastellana.it,42.460018,12.386315
314,Palestrina,Roma,MIBACT,,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,,,,Museo Archeologico Nazionale di Palestrina e Santuario della Fortuna Primigenia,Piazza della Cortina; 1,-,c/o Palazzo Barberini,36.0,06 9538100,06 9538100,sba-laz.palestrina@beniculturali.it,www.archeolz.arti.beniculturali.it,41.8405653,12.8925954
315,Petrella Salto,Rieti,Non MIBACT,OMR,,,,,MUSEO DELLE SUORE DI SANTA FILIPPA MARERI (EX MONASTERO,piazza Santa Filippa Mareri; 17,BORGO SAN PIETRO,-,2025.0,746558134,746558367,filippaborgo@libero.it,www.suoresantafilippa.it,42.272890999999994,13.064391
316,Pontinia,Latina,Non MIBACT,OMR,,,DEMOS,,Museo Agro Pontino,piazza John Kennedy; 1,,,4014.0,0773 867422,,info@museoagropontino.it,www.museoagropontino.it,41.404398799999996,13.0437426
317,Posta Fibreno,Frosinone,Non MIBACT,,,,,,MUSEO NATURALISTICO ETNOGRAFICO DELLA RISERVA NATURALE LAGO DI POSTA FIBRENO,PIAZZA CESARE BATTISTI; SNC,-,-,3030.0,776888021,776888021,labter@libero.it,-,41.694545899999994,13.696616500000001
318,Priverno,Latina,Non MIBACT,OMR,Sistema dei Monti Lepini,Sistema museale urbano di Priverno,,,MUSEO PER LA MATEMATICA 'GIOCHIAMO ALL'INFINITO',VIA SAN MARTINO; SNC,SP SAN MARTINO 10,CASTELLO DI SAN MARTINO,4015.0,773904601,773904973,giochiamoallinfinito@libero.it,www.sistemamuseo.it/museoid.php?uid=180,41.469922,13.183253400000002
319,Priverno,Latina,Non MIBACT,OMR,Sistema dei Monti Lepini,Sistema museale urbano di Priverno,PROUST,,POLO MEDIEVALE DEL MUSEO ARCHEOLOGICO DI PRIVERNO,VIA DEI GUITTI; SNC,Fossanova,ANTICA FORESTIERA CISTERCENSE,4015.0,773938006,773938006,musarchpriverno@libero.it,-,41.469922,13.183253400000002
320,Priverno,Latina,MIBACT,,,,,,Abbazia di Fossanova,Via S.Tommaso D'Aquino,Fossanova,-,4010.0,0773 939061,0773 939382,abbazia@libero.it,www.abbaziadifossanova.it,41.4381536,13.195752800000003
321,Priverno,Latina,Non MIBACT,OMR,Sistema dei Monti Lepini,Sistema museale urbano di Priverno,,,Area archeologica Privernum,SR Monti Lepini; Km 28;800,loc. Mezzagosto,Antica Privernum,4010.0,0773 905065,0773 905065,musarchpriverno@libero.it,http://musarchpriverno.it,41.473427,13.179527300000002
322,Rieti,Rieti,Non MIBACT,OMR,,,MUSART PROUST,,museo civico DI RIETI,PIAZZA VITTORIO EMANUELE II; 1,Rieti,Municipio,2100.0,0746287212  287280,746253173,museocivico@comune.rieti.it  museocivicorieti@gmail.com,www.regione.lazio.it/musei/rieti/,42.4055045,12.8658321
323,Riofreddo,Roma,Non MIBACT,OMR,Sistema MEDANIENE,,DEMOS PROUST,x,MUSEO DELLE CULTURE 'VILLA GARIBALDI',VIA COSTANZA GARIBALDI; 10,-,-,20.0,774929186,774929501,mudecu@libero.it,-,42.0595895,12.9978217
324,Roma,Roma,Non MIBACT,,,,,,MUSEO DEL DEPOSITO PLEISTOCENICO DI CASAL DE PAZZI,VIA CICILIANO; SNC,REBIBBIA,ANGOLO CON VIA EGIDIO GALBANI,156.0,624404006,62417187,patrizia.gioia@comune.roma.it,www.sovraintendenzaroma.it/i_luoghi/musei__1/altri_musei_e_collezioni__1/museo_di_casal_de_pazzi_deposito_pleistocenico,41.932575,12.5699643
325,Roma,Roma,Non MIBACT,OMR,,Sistema Musei in Comune,,,MUSEO DELL'ARA PACIS,LUNGOTEVERE IN AUGUSTA; SNC,Roma,Edificio di architettura contemporanea,186.0,632652497,632652497,info.arapacis@comune.roma.it,www.arapacis.it,41.896600799999995,12.4753205
326,Roma,Roma,Non MIBACT,,,,,,MUSEO DELLA CARTOLINA,VIA DEL CARDELLO 14A (PRESSO ENRICO STURANI),Roma,-,184.0,6.486.970,-,sturamail@yahoo.it,-,41.889187,12.4982572
327,Roma,Roma,Non MIBACT,,,,,,MUSEO DI CHIMICA,PIAZZALE A. MORO; 5 - UNIVERSITA' DEGLI STUDI LA SAPIENZA; DIPARTIMENTO DI CHIMICA,Roma,-,185.0,649913167,649913725,museodichimica@uniroma1.it,-,41.8977003,12.509727400000001
328,Roma,Roma,Non MIBACT,,,,,,CASA PROTOSTORICA DI FIDENE,VIA QUARRATA; SNC,,-,138.0,624404006,62017187,carlo.persiani@comune.roma.it,-,41.991990799999996,12.518330699999998
329,Roma,Roma,Non MIBACT,OMR,,,,,MUSEO LABORATORIO DELLA MENTE,PIAZZA S. MARIA DELLA PIETÃ‡? 5,padiglione 6,Pad. 6 Ex ospedale pschiatrico Santa Maria della PietÃ‡Ã¿,135.0,668352927,668352923,info@museodellamente.it,www.museodellamente.it,41.9407108,12.4191006
330,Roma,Roma,Non MIBACT,OMR,,,,,MUSEO EBRAICO DI ROMA,LARGO XVI OTTOBRE,Sinagoga,C/O SINAGOGA,186.0,668400661,668400639,info@museoebraico.roma.it,www.museoebraico.roma.it,41.8709925,12.4852653
331,Roma,Roma,Non MIBACT,,,,,,MUSEO DELLA STRUMENTAZIONE E INFORMAZIONE CRISTALLOGRAFICA,VIA SALARIA; KM 29;3,AREA RICERCA CNR RM1,C/O ISTITUTO DI CRISTALLOGRAFIA DEL CNR (Sede di Roma),16.0,690672634,690672630,fausto.daprile@ic.cnr.it,www.cnr.it/sitocnr/iservizi/museidelcnr/cristallografica/informazionecristallografica.html,41.902783500000005,12.4963655
332,Roma,Roma,Non MIBACT,,,,,,GALLERIA DELL'ACCADEMIA NAZIONALE DI SAN LUCA,PIAZZA DELL'ACCADEMIA DI SAN LUCA 77; 00187 ROMA,-,-,187.0,66798850,669924362,archivio@accademiasanluca.it,www.accademiasanluca.it,41.901669,12.483614900000001
333,Roma,Roma,MIBACT,,,,,x,Museo Hendrik Christian Andersen,Via P. S. Mancini; 18/24,-,-,196.0,63219089,63219089,s-gnam.museoandersen@beniculturali.it,www.museoandersen.beniculturali.it,41.914155900000004,12.470504400000001
334,Roma,Roma,MIBACT,,,,,,Pantheon,Piazza della Rotonda; snc,-,-,186.0,06 683002,06 683002,sbap-rm.pantheon@beniculturali.it,www.sbap-roma.beniculturali.it,42.0339149,13.4299497
335,Roma,Roma,MIBACT,,,,,,Monumento a Vittorio Emanuele II (Vittoriano),Piazza Venezia,-,-,186.0,66780664,658434787,dr-laz@beniculturali.it,www.lazio.beniculturali.it,41.8959938,12.482046
336,San Donato Val di Comino,Arsoli,Non MIBACT,,,,,,MUSEO DELLA CIVILTA' CONTADINA,VIALE TENENTE MAURIZIO SIMONE; SNC,-,EDIFICIO SCUOLA ELEMENTARE,3046.0,776508701,776508918,info@comune.sandonatovaldicomino.fr.it,-,41.7089032,13.812641399999999
337,San Martino al Cimino,Viterbo,Non MIBACT,OMR,Rete urbana di Viterbo,,,,museo dell'Abate,piazza dell'oratorio,,scriptorium dellAbbazia cistercense,1100.0,0761 379803,,,,42.369345700000004,12.1250064
338,Sant'Oreste,Roma,Non MIBACT,OMR,,,,,MUSEO NATURALISTICO DEL MONTE SORATTE,piazza Cavalieri Caccia,-,-,60.0,761578185,761578443,museodelmontesoratte@libero.it  museodelfiume@libero.it,-,42.2520515,12.4611825
339,Santa Marinella,Roma,Non MIBACT,OMR,,,PROUST,,museo del mare e della navigazione antica,via del Castello; Aurelia S.S 1 Km. 52;600,Area archeologica di Pyrgi,Castello di Santa Severa,,0766 570077,,,www.museosantasevera.org,42.0165652,11.955297199999999
340,Saracinesco,Roma,Non MIBACT,OMR,Sistema PRE.GIO,,,,museo del tempo,centro storico e borgo (all'aperto),,,20.0,,,,www.tibursuperbum.it/ita/escursioni/saracinesco/MuseoTempo.htm,42.0031174,12.953347099999998
341,Sermoneta,Latina,Non MIBACT,OMR,,,MUSART,,MUSEO DIOCESANO D'ARTE SACRA - SEZIONE DI SERMONETA,PIAZZA SANTA MARIA; SNC,-,-,4010.0,7736986105,7736986111,beniculturali@diocesi.latina.it,-,41.5484988,12.9839569
342,Sermoneta,Latina,Non MIBACT,OMR,,,MUSART,,Abbazia di Valvisciolo,via Badia; 14,monte Corvino,monastero cistercense,4013.0,0773 30013,,abbaziavalvisciolo@yahoo.it,,41.5499706,12.983686800000001
343,Serrone,Frosinone,Non MIBACT,,,,,,ESPOSIZIONE PERMANENTE DI COSTUMI TEATRALI,PIAZZA PLEBISCITO,Serrone,Centro storico,3010.0,775523064,775523277,turismo.serrone@gmail.com,www.comune.serrone.fr.it,41.8433999,13.0852524
344,Sezze,Latina,Non MIBACT,,,,,,FORO APPIO,VIA APPIA (KM 72;800); 5,Borgo Faiti,-,4010.0,773877434,773800247,info@foroappiohotel.it,www.foroappiohotel.it,41.4994158,13.0617578
345,Sora,Frosinone,Non MIBACT,OMR,,,PROUST,,museo civico DELLA MEDIA VALLE DELL'IRI,PIAZZA MAYER ROSS; SNC,SORA,-,3039.0,776833327,776833327,museo.sora@comune.sora.fr.it,www.comune.sora.fr.it,41.7188539,13.613049100000001
346,Sperlonga,Latina,MIBACT,,,,,,Museo Archeologico Nazionale e Area Archeologica,Via Flacca; Km 16;300,-,-,4029.0,0771 548028,0771 548028,sba-laz.sperlonga@beniculturali.it,www.archeolz.arti.beniculturali.it,41.2259953,13.515243400000001
347,Sutri,Viterbo,MIBACT,,,,,,Anfiteatro Romano,Via Cassia; Km 49,-,-,1015.0,-,-,-,-,42.2439027,12.2185381
348,Tarquinia,Viterbo,MIBACT,,,,,,Necropoli,Via Ripagretta; snc,Calvario,-,1016.0,0766 856308,-,-,htpp//:etruriameridionale.beniculturali.it/index.php?it/201/descrizione,42.2541846,11.7575684
349,Tivoli,Roma,MIBACT,,,,,,Area Archeologica di Villa Adriana,Largo Marguerite Yourcenar; 1,Villa Adriana,-,10.0,0774 530203,0774 531979,villaadriana@beniculturali.it,www.villaadriana.beniculturali.it,41.959817,12.8022261
350,Tolfa,Roma,Non MIBACT,,,,,,museo civico ARCHEOLOGICO,LARGO 15 MARZO 1799; SNC,-,EX CONVENTO DEI PADRI AGOSTINIANI,59.0,76692127,7669390243,museotolfa@tiscali.it,-,42.1497058,11.9380648
351,Trevi nel Lazio,Frosinone,Non MIBACT,OMR,Sistema PRE.GIO,,,,museo archeologico Æ’??Domenico Antonio PierantoniÆ’?ï¿½,via Eresio Fertore,,Castello Caetani,3010.0,,,,,41.8755794,12.6115341
352,Tuscania,Viterbo,Non MIBACT,,,,,,RACCOLTA DI MONTEBELLO DEL MAESTRO GIUSEPPE CESETTI,CENTRO STRADA MONTEBELLO; 3,-,-,1017.0,761442695,-,-,-,42.3550533,11.8011922
353,Tuscania,Viterbo,MIBACT,,,,,,Museo Archeologico Nazionale,Largo Mario Moretti; 1,-,c/o Chiesa della Madonna del Riposo,1017.0,0761 436209,0761 436209,sba-em@beniculturali.it,htpp//:etruriameridionale.beniculturali.it,42.421493100000006,11.8705543
354,Vallepietra,Roma,Non MIBACT,,,,,,SALE MUSEALI 'EX VOTO' SANTUARIO SANTISSIMA TRINITA' VALLE PIETRA,SANTUARIO SANTISSIMA TRINITA',Vallepietra,Santuario,20.0,774899084,774899084,p.vallepietra@tiscalinet.it,-,41.9257111,13.230550099999999
355,Viterbo,Viterbo,Non MIBACT,,,,,,CONFRATERNITA SS.SACRAMENTO E S.ROSARIO,PIAZZA ORATORIO 5,FRAZIONE S. Martino al Cimino,Abbazia Cistercense di S.Martino al Cimino,1100.0,761379301,-,confraternitasanmartino@gmail.com,www.abbaziasanmartinoalcimino.it,42.4157698,12.113354
356,Viterbo,Viterbo,MIBACT,,,,,,Area Archeologica Antica CittÃ‡Ã¿ di Ferento,Strada Provinciale Teverina; Km 8;000,-,-,1100.0,-,-,-,-,42.4206766,12.107669
